Date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
1992-03-01,0.013877461984764083,-0.017630198493420658,0.008735328427053001,-0.0030546821433571902,0.010002028184218767,0.022986134851961784,-0.003985525894325607,0.04041189492086471,0.0040969676873268785,0.022503955225551882
1992-04-01,0.024599006539081036,0.04339707099870179,0.02152075901552214,-0.0030517305890390926,-0.006954589556273002,0.015095767320524034,-0.014097313974386346,0.01665728054732952,0.0464505919378505,0.021092665975437064
1992-05-01,-0.006624229818658579,0.03398196176048185,0.03138819918725082,0.015940320873778106,0.028108039892179536,0.00954538835397303,0.01901019229782753,-0.038705113167853536,0.03911206294724876,-0.008296957476988182
1992-06-01,0.0007838121968669343,0.002024178629801636,-0.02659653263667442,-0.01125411118610558,-0.008954800278303279,0.023564360669179586,0.011558360293338333,-0.0014187989861021676,0.022165914227644877,-0.004035272825968352
1992-07-01,-0.025561681403839208,-0.02216949086350915,0.004946035992585392,0.003309122883026796,-0.008194785576004872,0.01247579269646782,-0.0035016467307187778,0.031384767925431,-0.0021755884369519893,-0.019462251273479433
1992-08-01,0.014267228033199887,0.005481218105197836,-0.0034138221802249395,0.00010940126833347899,0.02132628817777933,0.04071927621564393,0.01402919411331937,-0.0070062144605895285,0.0035993227321880804,0.015278351108299185
1992-09-01,0.028436022975659146,-0.03848295241820991,-0.007513249950136802,0.022334773507261298,0.015625632199538542,0.003237802893914579,-0.005432898541206946,0.0034780067989293095,0.013959447561671025,0.014532704484842198
1992-10-01,-0.0027232001939895886,-0.025810757119882656,0.010039708572967366,0.02649313496609543,-0.0032767538240706297,0.01689064637743099,-0.0026046732906378853,0.03096857831318323,0.021367069161688297,-5.236856119389399e-06
1992-11-01,-0.0037885945469095187,0.012427861873173227,-0.05280756617332249,-0.01153727938740573,0.009711187751113869,0.000887980331616852,-0.0019317144667268006,-0.01898607352991973,0.01122436556398467,0.038493494959607716
1992-12-01,0.008997984408055007,0.033088396836855896,-0.006321803902510846,-0.004321709758615953,0.011045175674647271,0.00041313235813416824,0.01469488363031448,-0.05933245139259028,-0.016127121459367455,-0.03274065886258433
1993-01-01,-0.013297410391689565,-0.020353763518533755,0.03512544323754011,-0.009022068321356169,0.0048108550238203426,0.009970685045647217,0.022294241658265157,0.01202538654701489,-0.01090231977559919,-0.016335201293380463
1993-02-01,-0.02568423614361836,0.040670552548981206,-0.01787063686681647,0.05769471219609328,-0.011634503464433583,-0.009344018677297821,-0.022055449579055253,-0.007502865037431833,-0.02274924745217454,-0.015985240391811737
1993-03-01,-0.007609783733831718,-0.014012143103148883,-0.002539875366357275,0.07295767563462144,0.032271889631327585,0.017083755088058365,-0.0037280098963188447,0.07152397557397916,0.006198682670061177,0.026611331252346822
1993-04-01,0.021083034948995036,0.026260764946104787,-0.006823570196727469,-0.01500791824648488,0.04327975880947736,0.0322088402899973,0.004511593175164436,-0.05348111817227535,0.009229709644520315,0.006689049422591872
1993-05-01,0.01728257653207306,0.0284070052967215,-0.02024002504871999,0.03327945827988585,0.005554179199642304,-0.03403334289068732,0.004205047962274572,0.04941439393976453,0.02219368624073584,0.016357161181978726
